2.51,-0.51
2.34,-0.50
2.25,-0.50
2.19,-0.50
2.10,-0.50
2.07,-0.51
2.03,-0.52
2.00,-0.53
1.99,-0.55
1.97,-0.56
1.97,-0.58
1.97,-0.60
1.99,-0.62
2.10,-0.68
